Title,Authors,Abstract,Published Year,Journal,DOI,Covidence #,perg_abstract_result,perg_fulltext_result
Inhibition of Arenavirus Infection by a Glycoprotein-Derived Peptide with a Novel Mechanism,Jennifer S. Spence; Lilia I. Melnik; Hussain Badani; William C. Wimley; Robert F. Garry,"ABSTRACT The family Arenaviridae includes a number of viruses of public health importance, such as the category A hemorrhagic fever viruses Lassa virus, Junin virus, Machupo virus, Guanarito virus, and Sabia virus. Current chemotherapy for arenavirus infection is limited to the nucleoside analogue ribavirin, which is characterized by considerable toxicity and treatment failure. Using Pichinde virus as a model arenavirus, we attempted to design glycoprotein-derived fusion inhibitors similar to the FDA-approved anti-HIV peptide enfuvirtide. We have identified a GP2-derived peptide, AVP-p, with antiviral activity and no acute cytotoxicity. The 50% inhibitory dose (IC 50 ) for the peptide is 7 μM, with complete inhibition of viral plaque formation at approximately 20 μM, and its antiviral activity is largely sequence dependent. AVP-p demonstrates activity against viruses with the Old and New World arenavirus viral glycoprotein complex but not against enveloped viruses of other families. Unexpectedly, fusion assays reveal that the peptide induces virus-liposome fusion at neutral pH and that the process is strictly glycoprotein mediated. As observed in cryo-electron micrographs, AVP-p treatment causes morphological changes consistent with fusion protein activation in virions, including the disappearance of prefusion glycoprotein spikes and increased particle diameters, and fluorescence microscopy shows reduced binding by peptide-treated virus. Steady-state fluorescence anisotropy measurements suggest that glycoproteins are destabilized by peptide-induced alterations in viral membrane order. We conclude that untimely deployment of fusion machinery by the peptide could render virions less able to engage in on-pathway receptor binding or endosomal fusion. AVP-p may represent a potent, highly specific, novel therapeutic strategy for arenavirus infection. IMPORTANCE Because the only drug available to combat infection by Lassa virus, a highly pathogenic arenavirus, is toxic and prone to treatment failure, we identified a peptide, AVP-p, derived from the fusion glycoprotein of a nonpathogenic model arenavirus, which demonstrates antiviral activity and no acute cytotoxicity. AVP-p is unique among self-derived inhibitory peptides in that it shows broad, specific activity against pseudoviruses bearing Old and New World arenavirus glycoproteins but not against viruses from other families. Further, the peptide's mechanism of action is highly novel. Biochemical assays and cryo-electron microscopy indicate that AVP-p induces premature activation of viral fusion proteins through membrane perturbance. Peptide treatment, however, does not increase the infectivity of cell-bound virus. We hypothesize that prematurely activated virions are less fit for receptor binding and membrane fusion and that AVP-p may represent a viable therapeutic strategy for arenavirus infection.",2014.0,Journal of Virology,10.1128/jvi.01133-14,#125,EXCLUDE,EXCLUDE
The etiology of Ebola virus disease-like illnesses in Ebola virusnegative patients from Sierra Leone,Wengang Li; Weiwei Chen; Lei Li; Dong Ji; Yingjie Ji; Chen Li; Xudong Gao; Lifu Wang; Min Zhao; Xuezhang Duan; Huijuan Duan,"During the 2014 Ebola virus disease (EVD) outbreak, less than half of EVD-suspected cases were laboratory tested as Ebola virus (EBOV)-negative, but disease identity remained unknown. In this study we investigated the etiology of EVD-like illnesses in EBOV-negative cases. From November 13, 2014 to March 16, 2015, EVD-suspected patients were admitted to Jui Government Hospital and assessed for EBOV infection by real-time PCR. Of 278 EBOV negative patients, 223 (80.21%), 142 (51.08%), 123 (44.24%), 114 (41.01%), 59 (21.22%), 35 (12.59%), and 12 (4.32%) reported fever, headache, joint pain, fatigue, nausea/vomiting, diarrhea, hemorrhage, respectively. Furthermore, 121 (43.52%), 44 (15.83%), 36 (12.95%), 33 (11.87%), 23 (8.27%), 10 (3.60%) patients were diagnosed as infection with malaria, HIV, Lassa fever, tuberculosis, yellow fever, and pneumonia, respectively. No significant differences in clinical features and symptoms were found between non-EVD and EVD patients. To the best of our knowledge, the present study is the first to explore the etiology of EVD-like illnesses in uninfected patients in Sierra Leone, highlighting the importance of accurate diagnosis to EVD confirmation.",2016.0,Oncotarget,10.18632/oncotarget.8558,#568,INCLUDE,EXCLUDE
Inhibition of Arenavirus Entry and Replication by the Cell-Intrinsic Restriction Factor ZMPSTE24 Is Enhanced by IFITM Antiviral Activity,Robert J. Stott-Marshall; Toshana L. Foster,"In the absence of effective vaccines and treatments, annual outbreaks of severe human haemorrhagic fever caused by arenaviruses, such as Lassa virus, continue to pose a significant human health threat. Understanding the balance of cellular factors that inhibit or promote arenavirus infection may have important implications for the development of effective antiviral strategies. Here, we identified the cell-intrinsic zinc transmembrane metalloprotease, ZMPSTE24, as a restriction factor against arenaviruses. Notably, CRISPR-Cas9-mediated knockout of ZMPSTE24 in human alveolar epithelial A549 cells increased arenavirus glycoprotein-mediated viral entry in pseudoparticle assays and live virus infection models. As a barrier to viral entry and replication, ZMPSTE24 may act as a downstream effector of interferon-induced transmembrane protein (IFITM) antiviral function; though through a yet poorly understood mechanism. Overexpression of IFITM1, IFITM2, and IFITM3 proteins did not restrict the entry of pseudoparticles carrying arenavirus envelope glycoproteins and live virus infection. Furthermore, gain-of-function studies revealed that IFITMs augment the antiviral activity of ZMPSTE24 against arenaviruses, suggesting a cooperative effect of viral restriction. We show that ZMPSTE24 and IFITMs affect the kinetics of cellular endocytosis, suggesting that perturbation of membrane structure and stability is likely the mechanism of ZMPSTE24-mediated restriction and cooperative ZMPSTE24-IFITM antiviral activity. Collectively, our findings define the role of ZMPSTE24 host restriction activity in the early stages of arenavirus infection. Moreover, we provide insight into the importance of cellular membrane integrity for productive fusion of arenaviruses and highlight a novel avenue for therapeutic development.",2022.0,Frontiers in Microbiology,10.3389/fmicb.2022.840885,#3681,EXCLUDE,EXCLUDE
Pathogenic Old World Arenaviruses Inhibit TLR2/Mal-Dependent Proinflammatory Cytokines <i>In Vitro</i>,Melissa Hayes; Ricardo Carrion; Jerritt Nunneley; Andrei E. Medvedev; María S. Salvato; Igor S. Lukashevich,"ABSTRACT Lymphocytic choriomeningitis virus (LCMV), the prototype arenavirus, and Lassa virus (LASV), the causative agent of Lassa fever (LF), have extensive strain diversity and significant variations in pathogenicity for humans and experimental animals. The WE strain of LCMV (LCMV-WE), but not the Armstrong (Arm) strain, induces a fatal LF-like disease in rhesus macaques. We also demonstrated that LASV infection of human macrophages and endothelial cells resulted in reduced levels of proinflammatory cytokines. Here we have shown that cells infected with LASV or with LCMV-WE suppressed Toll-like receptor 2 (TLR2)-dependent proinflammatory cytokine responses. The persisting isolate LCMV clone 13 (CL13) also failed to stimulate interleukin-6 (IL-6) in macrophages. In contrast, nonpathogenic Mopeia virus, which is a genetic relative of LASV and LCMV-Arm induced robust responses that were TLR2/Mal dependent, required virus replication, and were enhanced by CD14. Superinfection experiments demonstrated that the WE strain of LCMV inhibited the Arm-mediated IL-8 response during the early stage of infection. In cells transfected with the NF-κB–luciferase reporter, infection with LCMV-Arm resulted in the induction of NF-κB, but cells infected with LCMV-WE and CL13 did not. These results suggest that pathogenic arenaviruses suppress NF-κB-mediated proinflammatory cytokine responses in infected cells.",2012.0,Journal of Virology,10.1128/jvi.06508-11,#2045,EXCLUDE,EXCLUDE
"Evaluation of convalescent whole blood for treating Ebola Virus Disease in Freetown, Sierra Leone",Foday Sahr; Rashid Ansumana; Thomas Massaquoi; Baimba Idriss; Foday Sesay; Joseph M. Lamin; Samuel Baker; Salvi Nicol; Brian Conton; William R. Johnson; Onome T. Abiri; Osman Kargbo; P. Kamara; Augustine Goba; James B. Russell; Sahr M. Gevao,"BACKGROUND: Convalescent blood therapy has been a promising form of treatment for Ebola Virus Disease (EVD), but less attention has been focused on it for treatment.
METHOD: We assessed the effectiveness of convalescent whole blood (CWB) in the treatment of consented EVD patients. We recruited 69 subjects in December 2014 up to April 2015, at the 34 Military Hospital in Wilberforce and the PTS 1 Ebola Treatment Unit in Hastings, Freetown. Forty-four were given CWB, and 25 who consented but preferred to be exempted from the CWB treatment were used to compare clinical outcomes. All were given routine treatment used at the Ebola Treatment Unit.
RESULTS: One of 44 subjects treated with CWB dropped out of the study and 31 recovered while 12 succumbed to the disease with a case fatality rate of 27.9%. For the group that was given routine treatment without CWB, 11 died with a case fatality rate of 44%. There was a significant difference between admission viral load and viral load after the first 24 h of treatment with convalescent whole blood (P < 0.01). The odds ratio for survival with CWB was 2.3 (95% CI, 0.8-6.5).
CONCLUSION: CWB is promising for treating EVD in resource-poor settings, especially in the early phases of outbreaks when resource-mobilization is done. Even though our sample size was small and the evaluation was not randomised, our results contribute to existing evidence that convalescent whole blood could be considered as a useful candidate for treating EVD. Further studies that are randomised will be required to further assess the efficacy of CWB as treatment option during any EVD outbreak.",2016.0,Journal of Infection,10.1016/j.jinf.2016.11.009,#1634,EXCLUDE,EXCLUDE
"Detection, forecasting and control of infectious disease epidemics: modelling outbreaks in humans, animals and plants",Robin N. Thompson; Ellen Brooks‐Pollock,"The 1918 influenza pandemic is one of the most devastating infectious disease epidemics on record, having caused approximately 50 million deaths worldwide. Control measures, including prohibiting non-essential gatherings as well as closing cinemas and music halls, were applied with varying success and limited knowledge of transmission dynamics. One hundred years later, following developments in the field of mathematical epidemiology, models are increasingly used to guide decision-making and devise appropriate interventions that mitigate the impacts of epidemics. Epidemiological models have been used as decision-making tools during outbreaks in human, animal and plant populations. However, as the subject has developed, human, animal and plant disease modelling have diverged. Approaches have been developed independently for pathogens of each host type, often despite similarities between the models used in these complementary fields. With the increased importance of a One Health approach that unifies human, animal and plant health, we argue that more inter-disciplinary collaboration would enhance each of the related disciplines. This pair of theme issues presents research articles written by human, animal and plant disease modellers. In this introductory article, we compare the questions pertinent to, and approaches used by, epidemiological modellers of human, animal and plant pathogens, and summarize the articles in these theme issues. We encourage future collaboration that transcends disciplinary boundaries and links the closely related areas of human, animal and plant disease epidemic modelling. This article is part of the theme issue ‘Modelling infectious disease outbreaks in humans, animals and plants: approaches and important themes’. This issue is linked with the subsequent theme issue ‘Modelling infectious disease outbreaks in humans, animals and plants: epidemic forecasting and control’.",2019.0,Philosophical Transactions of the Royal Society B Biological Sciences,10.1098/rstb.2019.0038,#4253,EXCLUDE,EXCLUDE
Scalable Bayesian Divergence Time Estimation With Ratio Transformations,Xiang Ji; Alexander A. Fisher; Shuo Su; Jeffrey L. Thorne; Barney Potter; Philippe Lemey; Guy Baele; Marc A. Suchard,"Abstract Divergence time estimation is crucial to provide temporal signals for dating biologically important events from species divergence to viral transmissions in space and time. With the advent of high-throughput sequencing, recent Bayesian phylogenetic studies have analyzed hundreds to thousands of sequences. Such large-scale analyses challenge divergence time reconstruction by requiring inference on highly correlated internal node heights that often become computationally infeasible. To overcome this limitation, we explore a ratio transformation that maps the original $N-1$ internal node heights into a space of one height parameter and $N-2$ ratio parameters. To make the analyses scalable, we develop a collection of linear-time algorithms to compute the gradient and Jacobian-associated terms of the log-likelihood with respect to these ratios. We then apply Hamiltonian Monte Carlo sampling with the ratio transform in a Bayesian framework to learn the divergence times in 4 pathogenic viruses (West Nile virus, rabies virus, Lassa virus, and Ebola virus) and the coralline red algae. Our method both resolves a mixing issue in the West Nile virus example and improves inference efficiency by at least 5-fold for the Lassa and rabies virus examples as well as for the algae example. Our method now also makes it computationally feasible to incorporate mixed-effects molecular clock models for the Ebola virus example, confirms the findings from the original study, and reveals clearer multimodal distributions of the divergence times of some clades of interest.",2023.0,Systematic Biology,10.1093/sysbio/syad039,#3922,EXCLUDE,EXCLUDE
Ebola viral load at diagnosis associates with patient outcome and outbreak evolution,Marc-Antoine de La Vega; Grazia Caleo; Jonathan Audet; Xiangguo Qiu; Robert Kozak; James Brooks; Steven E. Kern; Anja Wolz; Armand Sprecher; Jane Greig; Kamalini Lokuge; David K. Kargbo; Brima Kargbo; Antonino Di; Allen Grolla; Darwyn Kobasa; James E. Strong; Giuseppe Ippolito; Michel Van Herp; Gary Kobinger,"BACKGROUND. Ebola virus (EBOV) causes periodic outbreaks of life-threatening EBOV disease in Africa. Historically, these outbreaks have been relatively small and geographically contained; however, the magnitude of the EBOV outbreak that began in 2014 in West Africa has been unprecedented. The aim of this study was to describe the viral kinetics of EBOV during this outbreak and identify factors that contribute to outbreak progression.&#13;\n&#13;\nMETHODS. From July to December 2014, one laboratory in Sierra Leone processed over 2,700 patient samples for EBOV detection by quantitative PCR (qPCR). Viremia was measured following patient admission. Age, sex, and approximate time of symptom onset were also recorded for each patient. The data was analyzed using various mathematical models to find trends of potential interest.&#13;\n&#13;\nRESULTS. The analysis revealed a significant difference (P = 2.7 × 10–77) between the initial viremia of survivors (4.02 log10 genome equivalents [GEQ]/ml) and nonsurvivors (6.18 log10 GEQ/ml). At the population level, patient viral loads were higher on average in July than in November, even when accounting for outcome and time since onset of symptoms. This decrease in viral loads temporally correlated with an increase in circulating EBOV-specific IgG antibodies among individuals who were suspected of being infected but shown to be negative for the virus by PCR.&#13;\n&#13;\nCONCLUSIONS. Our results indicate that initial viremia is associated with outcome of the individual and outbreak duration; therefore, care must be taken in planning clinical trials and interventions. Additional research in virus adaptation and the impacts of host factors on EBOV transmission and pathogenesis is needed.",2015.0,Journal of Clinical Investigation,10.1172/jci83162,#1067,EXCLUDE,EXCLUDE
Hemostasis defects underlying the hemorrhagic syndrome caused by mammarenaviruses in a cynomolgus macaque model,Blaise Lafoux; Nicolas Baillet; Caroline Picard; Gustave Fourcaud; Virginie Borges-Cardoso; Stéphanie Reynard; Alexandra Journeaux; Clara Germain; Émeline Perthame; Mathieu Mateo; Jimmy Hortion; Xavier Carnec; Natalia Pietrosemoli; Marie Moroso; Orianne Lacroix; Ophélie Jourjon; Stéphane Barron; Audrey Vallvé; Aurélie Duthey; Frédéric Jacquot; Laura Barrot; Manon Dirheimer; Hervé Raoul; Christophe Nougier; Sylvain Baize,"Abstract Viral hemorrhagic fevers (HF) are a group of acute febrile diseases with high mortality rates. Although hemostatic dysfunction appears to be a major determinant of the severity of the disease, it is still unclear what pathogenic mechanisms lead to it. In clinical studies it is found that arenaviruses, such as Lassa, Machupo, and Guanarito viruses cause HF that vary in symptoms and biological alterations. In this study we aimed to characterize the hemostatic dysfunction induced by arenaviral HF to determine its implication in the severity of the disease and to elucidate the origin of this syndrome. We found that lethal infection with Machupo, Guanarito, and Lassa viruses is associated with cutaneomucosal, cerebral, digestive, and pulmonary hemorrhages. The affected animals developed a severe alteration of the coagulation system, which was concomitant with acute hepatitis, minor deficit of hepatic factor synthesis, presence of a plasmatic inhibitor of coagulation, and dysfunction of the fibrinolytic system. Despite signs of increased vascular permeability, endothelial cell infection was not a determinant factor of the hemorrhagic syndrome. There were also alterations of the primary hemostasis during lethal infection, with moderate to severe thrombocytopenia and platelet dysfunction. Finally, we show that lethal infection is accompanied by a reduced hematopoietic potential of the bone marrow. This study provides an unprecedented characterization of the hemostasis defects induced by several highly pathogenic arenaviruses.",2023.0,Blood,10.1182/blood.2023020351,#5445,EXCLUDE,EXCLUDE
The N-Terminal Domain of the Arenavirus L Protein Is an RNA Endonuclease Essential in mRNA Transcription,Benjamin Morin; Bruno Coutard; Michaela Lelke; François Ferrón; Romy Kerber; Saïd Jamal; Antoine Frangeul; Cécile Baronti; Rémi N. Charrel; Xavier de Lamballerie; Clemens Vonrhein; Julien Lescar; G. Bricogne; Stephan Günther; Bruno Canard,"Arenaviridae synthesize viral mRNAs using short capped primers presumably acquired from cellular transcripts by a 'cap-snatching' mechanism. Here, we report the crystal structure and functional characterization of the N-terminal 196 residues (NL1) of the L protein from the prototypic arenavirus: lymphocytic choriomeningitis virus. The NL1 domain is able to bind and cleave RNA. The 2.13 Å resolution crystal structure of NL1 reveals a type II endonuclease α/β architecture similar to the N-terminal end of the influenza virus PA protein. Superimposition of both structures, mutagenesis and reverse genetics studies reveal a unique spatial arrangement of key active site residues related to the PD…(D/E)XK type II endonuclease signature sequence. We show that this endonuclease domain is conserved and active across the virus families Arenaviridae, Bunyaviridae and Orthomyxoviridae and propose that the arenavirus NL1 domain is the Arenaviridae cap-snatching endonuclease.",2010.0,PLoS Pathogens,10.1371/journal.ppat.1001038,#861,EXCLUDE,EXCLUDE
Effectiveness of Personal Protective Equipment for Healthcare Workers Caring for Patients with Filovirus Disease: A Rapid Review,Mona Hersi; Adrienne Stevens; Pauline Quach; Candyce Hamel; Kednapa Thavorn; Chantelle Garritty; Becky Skidmore; Constanza Vallenas; Susan L. Norris; Matthias Egger; Sergey Eremin; Mauricio Ferri; Nahoko Shindo; David Moher,Insufficient evidence exists to draw conclusions regarding the comparative effectiveness of various types of personal protective equipment. Additional research is urgently needed to determine optimal PPE for health care workers caring for patients with filovirus.,2015.0,PLoS ONE,10.1371/journal.pone.0140290,#1233,EXCLUDE,EXCLUDE
Finding equipoise: CEPI revises its equitable access policy,Brenda Huneycutt; Nicole Lurie; Sara Rotenberg; Richard Wilder; Richard Hatchett,"Launched at Davos in January 2017 with funding from sovereign investors and philanthropic institutions, the Coalition for Epidemic Preparedness Innovations (CEPI) is an innovative partnership between public, private, philanthropic, and civil organisations whose mission is to stimulate, finance and co-ordinate vaccine development against diseases with epidemic potential in cases where market incentives fail. As of December 2019, CEPI has committed to investing up to $706 million in vaccine development. This includes 19 vaccine candidates against its priority pathogens (Lassa fever virus, Middle East respiratory syndrome coronavirus, Nipah virus, Chikungunya, Rift Valley fever) and three vaccine platforms to develop vaccines against Disease X, a novel or unanticipated pathogen. As an entity largely supported by public funds, ensuring equitable access to vaccines whose development it supports in low- and middle-income countries is CEPI's primary focus. CEPI developed an initial equitable access policy shortly after its formation, with key stakeholders expressing strong views about its content and prescriptive nature. The CEPI board instructed that it be revisited after a year. This paper describes the process of revising the policy, and how key issues were resolved. CEPI will continue to take an iterative, rather than prescriptive, approach to its policy-one that reflects the needs of multiple stakeholders and ensures it can meet its equitable access goals.",2020.0,Vaccine,10.1016/j.vaccine.2019.12.055,#3437,EXCLUDE,EXCLUDE
Pathogenesis of Lassa fever virus infection: I. Susceptibility of mice to recombinant Lassa Gp/LCMV chimeric virus,Andrew M. Lee; Justin T. Cruite; Megan J. Welch; Brian M. Sullivan; Michael B. A. Oldstone,"Lassa virus (LASV) is a BSL-4 restricted agent. To allow study of infection by LASV under BSL-2 conditions, we generated a recombinant virus in which the LASV glycoprotein (Gp) was placed on the backbone of lymphocytic choriomeningitis virus (LCMV) Cl13 nucleoprotein, Z and polymerase genes (rLCMV Cl13/LASV Gp). The recombinant virus displayed high tropism for dendritic cells following in vitro or in vivo infection. Inoculation of immunocompetent adults resulted in an acute infection, generation of virus-specific CD8(+) T cells and clearance of the infection. Inoculation of newborn mice with rLCMV Cl13/LASV Gp resulted in a life-long persistent infection. Interestingly, adoptive transfer of rLCMV Cl13/LASV Gp immune memory cells into such persistently infected mice failed to purge virus but, in contrast, cleared virus from mice persistently infected with wt LCMV Cl13.",2013.0,Virology,10.1016/j.virol.2013.04.010,#590,EXCLUDE,EXCLUDE
Arenavirus Variations Due to Host-Specific Adaptation,Juan Carlos Zapata; María S. Salvato,"Arenavirus particles are enveloped and contain two single-strand RNA genomic segments with ambisense coding. Genetic plasticity of the arenaviruses comes from transcription errors, segment reassortment, and permissive genomic packaging, and results in their remarkable ability, as a group, to infect a wide variety of hosts. In this review, we discuss some in vitro studies of virus genetic and phenotypic variation after exposure to selective pressures such as high viral dose, mutagens and antivirals. Additionally, we discuss the variation in vivo of selected isolates of Old World arenaviruses, particularly after infection of different animal species. We also discuss the recent emergence of new arenaviruses in the context of our observations of sequence variations that appear to be host-specific.",2013.0,Viruses,10.3390/v5010241,#368,EXCLUDE,EXCLUDE
Identification of residues in Lassa virus glycoprotein 1 involved in receptor switch,Jiao Guo; Yi Wan; Yang Liu; Weijia Wang; Siqi Dong; Gengfu Xiao; Wei Wang,"Lassa virus (LASV) is an enveloped, negative-sense RNA virus that causes Lassa hemorrhagic fever. Successful entry of LASV requires the viral glycoprotein 1 (GP1) to undergo a receptor switch from its primary receptor alpha-dystroglycan (α-DG) to its endosomal receptor lysosome-associated membrane protein 1 (LAMP1). A conserved histidine triad in LASV GP1 has been reported to be responsible for receptor switch. To test the hypothesis that other non-conserved residues also contribute to receptor switch, we constructed a series of mutant LASV GP1 proteins and tested them for binding to LAMP1. Four residues, L84, K88, L107, and H170, were identified as critical for receptor switch. Substituting any of the four residues with the corresponding lymphocytic choriomeningitis virus (LCMV) residue (L84 ​N, K88E, L10F, and H170S) reduced the binding affinity of LASV GP1 for LAMP1. Moreover, all mutations caused decreases in glycoprotein precursor (GPC)-mediated membrane fusion at both pH 4.5 and 5.2. The infectivity of pseudotyped viruses bearing either GPC<sup>L84N</sup> or GPC<sup>K88E</sup> decreased sharply in multiple cell types, while L107F and H170S had only mild effects on infectivity. Using biolayer light interferometry assay, we found that all four mutants had decreased binding affinity to LAMP1, in the order of binding affinity being L84 ​N ​> ​L107F ​> ​K88E ​> ​H170S. The four amino acid loci identified for the first time in this study have important reference significance for the in-depth investigation of the mechanism of receptor switching and immune escape of LASV occurrence and the development of reserve anti-LASV infection drugs.",2024.0,Virologica Sinica,10.1016/j.virs.2024.06.001,#5488,EXCLUDE,EXCLUDE
"Insights from the fifth International One Health Congress, 2018, Saskatoon, Canada",Anelisa Jaca,"The recent outbreaks of diseases including Ebola reemergence in the Democratic Republic of Congo (DRC), Nipah virus outbreak in India, Lassa virus in Nigeria and the continued Influenza pandemic show that we cannot predict outbreaks, however, developing response plans could help alleviate the burden of diseases. Developing response plans involves strategies such as creating a repository of microbial agents as well as the implementation of the plans. In addition, zoonotic experts and policy makers should work together in order to succeed in fighting against any disease outbreaks. We should also not forget about the importance of vaccination because of the benefits it has brought to humankind preventing disease occurrence. Furthermore, the challenges that come with vaccination including vaccine delivery and vaccine uptake need to be overcome to make sure that this public health tool continues to be effective. Overcoming these vaccination challenges would play a significant role in decreasing the overuse of antimicrobials, hence avoiding resistance. The One Health Community (OHC) therefore has the responsibility to advocate for the use of vaccines and show that it has costs benefits; this strategy has the potential to fight against antimicrobial resistance.",2019.0,Pan African Medical Journal,10.11604/pamj.2019.32.168.16542,#3324,EXCLUDE,EXCLUDE
Computational Approximations for Real-World Application of Epidemic Model,Shami A. M. Alsallami; Ali Raza; Mona Elmahi; Muhammad Rafiq; Shamas Bilal; Nauman Ahmed; Emad E. Mahmoud,"The real-world applications and analysis have a significant role in the scientific literature. For instance, mathematical modeling, computer graphics, camera, operating system, Java, disk encryption, web, streaming, and many more are the applications of real-world problems. In this case, we consider disease modeling and its computational treatment. Computational approximations have a significant role in different sciences such as behavioral, social, physical, and biological sciences. But the well-known techniques that are widely used in the literature have many problems. These methods are not consistent with the physical nature and even violate the actual behavior of the continuous model. The structural properties needed for such disciplines, as dynamical consistency, positivity, and boundedness, are the critical requirements of the models in these fields. We studied the transmission of Lassa fever dynamically and numerically. The model’s positivity, boundedness, reproduction number, equilibria, and local stability are investigated in dynamical analysis. In numerical analysis, we developed some explicit and implicit methods. Unfortunately, explicit methods like Euler and Runge Kutta are time-dependent and violate the physical properties of the disease. Then, the proposed implicit method for the said model, the non-standard finite difference, is independent of the time step, dynamically consistent, positive, and bounded. In the end, a comparison of methods is presented.",2022.0,Intelligent Automation & Soft Computing,10.32604/iasc.2022.024993,#4193,INCLUDE,INCLUDE
Efficacy of microbicidal actives and formulations for inactivation of Lassa virus in suspension,Todd Cutts; Raymond W. Nims; Joseph R. Rubino; Julie McKinney; Jens H. Kuhn; M. Khalid Ijaz,"Abstract The World Health Organization’s R&amp;D Blueprint list of priority diseases for 2022 includes Lassa fever, signifying the need for research and development in emergency contexts. This disease is caused by the arenavirus Lassa virus (LASV). Being an enveloped virus, LASV should be susceptible to a variety of microbicidal actives, although empirical data to support this expectation are needed. We evaluated the virucidal efficacy of sodium hypochlorite, ethanol, a formulated dual quaternary ammonium compound, an accelerated hydrogen peroxide formulation, and a p -chloro- m -xylenol formulation, per ASTM E1052-20, against LASV engineered to express green fluorescent protein (GFP). A 10-μL volume of virus in tripartite soil (bovine serum albumin, tryptone, and mucin) was combined with 50 μL of disinfectant in suspension for 0.5, 1, 5, or 10 min at 20–25 °C. Neutralized test mixtures were quantified by GFP expression to determine log 10 reduction. Remaining material was passaged on Vero cells to confirm absence of residual infectious virus. Input virus titers of 6.6–8.0 log 10 per assay were completely inactivated by each disinfectant within 1–5 min contact time. The rapid and substantial inactivation of LASV suggests the utility of these microbicides for mitigating spread of infectious virus during Lassa fever outbreaks.",2023.0,Scientific Reports,10.1038/s41598-023-38954-5,#5458,EXCLUDE,EXCLUDE
Broad-spectrum antivirals of protoporphyrins inhibit the entry of highly pathogenic emerging viruses,Shengsheng Lu; Xiaoyan Pan; Daiwei Chen; Xi Xie; Yan Wu; Weijuan Shang; Xiaming Jiang; Yuan Sun; Sheng Fan; Jian He,"Severe emerging and re-emerging viral infections such as Lassa fever, Avian influenza (AI), and COVID-19 caused by SARS-CoV-2 urgently call for new strategies for the development of broad-spectrum antivirals targeting conserved components in the virus life cycle. Viral lipids are essential components, and viral-cell membrane fusion is the required entry step for most unrelated enveloped viruses. In this paper, we identified a porphyrin derivative of protoporphyrin IX (PPIX) that showed broad antiviral activities in vitro against a panel of enveloped pathogenic viruses including Lassa virus (LASV), Machupo virus (MACV), and SARS-CoV-2 as well as various subtypes of influenza A viral strains with IC50 values ranging from 0.91 ± 0.25 μM to 1.88 ± 0.34 μM. A mechanistic study using influenza A/Puerto Rico/8/34 (H1N1) as a testing strain showed that PPIX inhibits the infection in the early stage of virus entry through biophysically interacting with the hydrophobic lipids of enveloped virions, thereby inhibiting the entry of enveloped viruses into host cells. In addition, the preliminary antiviral activities of PPIX were further assessed by testing mice infected with the influenza A/Puerto Rico/8/34 (H1N1) virus. The results showed that compared with the control group without drug treatment, the survival rate and mean survival time of the mice treated with PPIX were apparently prolonged. These data encourage us to conduct further investigations using PPIX as a lead compound for the rational design of lipid-targeting antivirals for the treatment of infection with enveloped viruses.",2021.0,Bioorganic Chemistry,10.1016/j.bioorg.2020.104619,#3440,EXCLUDE,EXCLUDE
Use of Favipiravir to Treat Lassa Virus Infection in Macaques,Kyle Rosenke; Heinz Feldmann; Jonna B. Westover; Patrick W. Hanley; Cynthia Martellaro; Friederike Feldmann; Greg Saturday; Jamie Lovaglio; Dana Scott; Yousuke Furuta; Takashi Komeno; Brian B. Gowen; David Safronetz,"Lassa virus, the cause of Lassa fever in humans, is endemic to West Africa. Treatment of Lassa fever is primarily supportive, although ribavirin has shown limited efficacy if administered early during infection. We tested favipiravir in Lassa virus-viremic macaques and found that 300 mg/kg daily for 2 weeks successfully treated infection.",2018.0,Emerging infectious diseases,10.3201/eid2409.180233,#2893,EXCLUDE,EXCLUDE
Murine norovirus (MNV-1) exposure in vitro to the purine nucleoside analog Ribavirin increases quasispecies diversity,Timothy R. Julian; Joseph D. Baugher; Christine M. Rippinger; Rebecca Pinekenstein; Abimbola O. Kolawole; Thomas Mehoke; Christiane E. Wobus; Andrew B. Feldman; Fernando J. Pineda; Kellogg J. Schwab,"Ribavirin is a pharmaceutical antiviral used for the treatment of RNA virus infections including norovirus, hepatitis C virus, hepatitis E virus, Lassa virus, respiratory syncytial virus, and rhinovirus. Despite the drug's history and documented efficacy, the antiviral mechanism of Ribavirin remains unclear. Mechanisms proposed include depletion of the intracellular GTP pool, immunomodulatory effects, induction of error catastrophe, inhibition of viral polymerase activity, and/or inhibition of viral capping. In the present study, we leveraged deep sequencing data to demonstrate that Ribavirin increases murine norovirus (MNV-1) viral diversity. By serial passaging MNV-1 in RAW 264.7 cells for twenty generations in the presence of Ribavirin, we demonstrated statistically significant increases in both the number of unique haplotypes and the average pairwise difference (APD). Based on statistically significant differences in the probability of nucleotide mutations based on Roche 454 sequencing, we also demonstrated that single nucleotide substitutions are increased in the presence of Ribavirin. Finally, we demonstrated Ribavirin's impact on statistically significantly reducing the relative proportion of the dominant sequence within the quasispecies.",2015.0,Virus Research,10.1016/j.virusres.2015.10.016,#680,EXCLUDE,EXCLUDE
